,input,output
877,thursday april 2 2020 healthday news -- yet another potential vaccine against the new coronavirus is in early development -- one that researchers say could be rapidly made and distributed if it proves effective. the vaccine has only been tested in lab mice but it 's able to spur the animals immune systems to produce antibodies against the coronavirus that causes covid-19. researchers at the university of pittsburgh reported the early results april 2 in the journal ebiomedicine. much work. ,0
878,april 2 2020 -- who knew social distancing could be so adorable. a grandfather and granddaughter in nashville are warming hearts with their daily social distance dance parties. sherrie neely shared a video of her daughter kira dancing with her 80-year old father who lives across the street. kira loves her papa so much and they 've now started daily dance offs since the virus is keeping them separated neely wrote on facebook. my dad is turning 81 years old next month and i 've never. ,0
879,the rapid spread of covid-19 forced seemal desai md to make an excruciating choice he could either shutter his busy dermatology practice in plano texas or switch most patient consults to telemedicine which he 'd never used. but as soon as he learned that telehealth regulations had been relaxed by the centers for medicare medicaid services cms and that reimbursement had been broadened desai and his staff began to mobilize. kaboom. we made the decision to start doing it he told meds. ,0
880,what your doctor is reading on medscape.com april 02 2020 -- on the evening of march 24 i got the email. when the bolded letters we ask for your help flashed across my screen i knew exactly what was being asked of me to graduate early and join the fight against covid-19. it would be a lie to say that my immediate reaction was to volunteer. for the 120 fourth year medical students in my class at nyu grossman school of medicine the arrival of that email was always more a question of whe. ,0
881,what your doctor is reading on medscape.com april 02 2020 -- no staff members or patients were diagnosed with covid-19 after strict protective measures for screening and managing patients were implemented at the national cancer center cancer hospital chinese academy of sciences in beijing according to a report published online april 1 in jama oncology. however the time period for the analysis which included nearly 3000 patients was short only about 3 weeks february 12 to march 3. ,0
882,what your doctor is reading on medscape.com april 02 2020 -- frontline covid-19 healthcare workers across north america are dealing with unprecedented stress but mental health therapists in both canada and the us are doing their part to ensure the psychological well being of their colleagues on the frontlines of the pandemic. over the past few weeks thousands of licensed psychologists psychotherapists and social workers have signed up to offer free therapy sessions to healthcare professi. ,0
883,"what your doctor is reading on medscape.com april 02 2020 -- more than one fifth of patients being treated for gynecologic malignancies experience financial toxicity results of a single center study suggest. among 5,188 patients treated for gynecologic cancers 1,155 22 experienced financial toxicity measured by bills sent to collection financial assistance bankruptcy or similar measures reported emeline aviki md of memorial sloan kettering cancer center mskcc in new york and c. ",0
884,as we await evidence from multiple ongoing trials of hydroxychloroquine hcq for the treatment of covid-19 clinicians have had to make do with conflicting reports regarding its potential efficacy. although hcq is one of the safest drugs used for chronic rheumatic and autoimmune disorders the current lack of a consensus regarding its optimal dosage for covid-19 has also made it difficult to quantify the risk for adverse effects. there is an existing body of knowledge around the potential toxic. ,0
885,april 2 2020 while shopping for groceries or carrying out essential duties in public people could wear scarves if they re concerned about contracting covid-19 president donald trump said wednesday. the cdc and the white house coronavirus task force have nt yet said whether everyone should wear masks in public. the question of whether the public should don masks has gained more attention of late after chinese officials said they were surprised americans were nt wearing them. but the cdc. ,0
886,"april 2 2020 the cdc says your chances of getting severe covid-19 are higher if you have diabetes chronic lung disease heart disease or other health problems. experts already know that people 65 and older have greater odds of getting severe covid-19. but today 's cdc report is the first to reveal the hard data on the risks for people in the u.s. with underlying conditions. cdc researchers combed through case studies of more than 122,000 americans with confirmed covid-19 through march 28. ",0
887,"april 2 2020 the u.s. reported its single deadliest day with more than 785 deaths -- as the number of deaths and cases continue to soar in the country. the nation has more than 189,000 cases of the disease and more than 3,800 deaths. the country accounts for more than a fifth of all cases worldwide. president donald trump and his top health officials warned that the worst is yet to come for the covid-19 pandemic and that the next two or three weeks would be difficult. at a white house cor. ",0
888,april 2 2020 countries must unite to win world war c against the covid-19 pandemic said tom frieden md former cdc director. this is a world war and the enemy is not people states or countries but a dangerous microbe. its us against the microbes frieden told reporters during a wednesday news briefing. he led the response to the ebola outbreak in 2014. now president and ceo of resolve to save lives an initiative of the global health organization vital strategies frieden outlined. ,0
889,thursday april 2 2020 healthday news -- people with high blood pressure and heart disease may be vulnerable to complications from covid-19 heart experts say. nearly half of americans have high blood pressure according to the american heart association aha. based on current knowledge seniors with coronary heart disease or high blood pressure may be more susceptible to the coronavirus and more likely to develop more severe symptoms. that means it 's vital to follow guidance about keepin. ,0
890,wednesday april 1 2020 healthday news -- besides causing covid-19 the new coronavirus can also lead to pink eye and chinese researchers say the virus may be spread by tears. of 38 patients with covid-19 a dozen also had pink eye conjunctivitis a new study found. in two patients the coronavirus was present in both nasal and eye fluids. some covid-19 patients have ocular symptoms and maybe novel coronaviruses are present in the conjunctival secretions of patients with covid-19 s. ,0
891,april 1 2020 -- medical helplines nationwide have seen a spike in call volume as covid-19 the disease caused by the new coronavirus continues to claim lives and people take social distancing more seriously. hospitals are flooded with patients who have symptoms of covid-19 -- a respiratory illness that often causes a fever and cough -- and personal protective equipment for health care workers continues to dwindle. the widespread fear has led thousands of people to call medical helplines rathe. ,0
892,april 1 2020 one of cnns top anchors chris cuomo has been diagnosed with the coronavirus but will continue to work from home he announced on his twitter feed tuesday. i have been exposed to people in recent days who have subsequently tested positive and i had fever chills and shortness of breath he wrote. i just hope i do nt give it to the kids and christina. that would make me feel worse than this illness. cuomo said hell self quarantine in the basement of his home and continue. ,0
893,april 1 2020 arizona gov. doug ducey and virginia gov. ralph northam issued statewide stay at home orders on monday becoming the latest governors to take such action becauseof the coronavirus pandemic. we are in a public health crisis and we need everyone to take this seriously and act responsibly northam said in his order. our message to virginians is clear stay home. thirty two states are now under statewide stay at home orders plus the district of columbia according to the new. ,0
894,april 1 2020 -- dolly parton is reading bedtime stories to kids to help ease their fears during the coronavirus pandemic. the singer and songwriters imagination library says the new video series is called goodnight with dolly and will focus on comforting and reassuring children while shelter in place orders are in effect. this is something i have been wanting to do for quite a while but the timing never felt quite right parton says. i think it is pretty clear that now is the time to sha. ,0
895,april 1 2020 -- many emergency room workers remove their clothes as soon as they get home -- some before they even enter. does that mean you should worry about covid-19 transmission from your own clothing towels and other textiles. while researchers found that the virus can remain on some surfaces for up to 72 hours the study did nt include fabric. so far evidence suggests that its harder to catch the virus from a soft surface such as fabric than it is from frequently touched hard surf. ,0
896,"wednesday april 1 2020 healthday news -- in a harrowing harbinger of what might come in places like new york city a new report out of italy shows the death rate for hospitalized covid-19 patients continues to grow almost 40 days after the country 's first case was reported. italy has passed china for coronavirus cases reporting close to 106,000 cases and nearly 12,500 deaths a johns hopkins tally showed wednesday morning. the virus has been especially deadly for older italians. data gath. ",0
897,wednesday april 1 2020 healthday news -- when most people think of covid-19 they imagine symptoms such as a dry cough and high fever. but new research out of china shows that a minority of cases appear with gastrointestinal symptoms only. in about one quarter of patients in the new study diarrhea and other digestive symptoms were the only symptoms seen in mild covid-19 cases and those patients sought medical care later than those with respiratory symptoms. failure to recognize these pa. ,0
898,march 24 2020 -- an arizona man has died and his wife is in critical condition after they took chloroquine phosphate to treat themselves for the novel coronavirus the hospital system banner health says. chloroquine is approved in the united states to treat malaria lupus and rheumatoid arthritis but president donald trump has promoted it as a possible treatment for covid-19 cnn reported. chloroquine is also an additive commonly used at aquariums to clean fish tanks banner health said in. ,0
899,what your doctor is reading on medscape.com march 24 2020 -- the test driven world of cardiovascular medicine is rapidly shifting to remote hands off telemedicine to keep patients and their physicians safe during the covid-19 pandemic. during a recent telehealth webinar ami bhatt md director of the adult congenitalheartdisease program massachusetts general hospital in boston said they 've gone from seeing 400 patients a day in their clinic to less than 40 and are trying to push that numb. ,0
900,what your doctor is reading on medscape.com march 24 2020 -- the rate of increase in intensive care unit icu admissions in regions gripped by the covid-19 epidemic may take more than 4 weeks to peak and even then only begins to slow down after another 4 days warns an italian academic who is calling on countries not yet overwhelmed to prepare now as best they can. davide manca phd professor of process systems engineering at the polytechnic university of milan italy predicts that bas. ,0
901,what your doctor is reading on medscape.com march 24 2020 -- recommendations to help clinicians triage surgical procedures during the covid-19 pandemic developed quickly by a team of urology experts from around the world and shared last week are already out of date. i would change some things we said a week ago said david canes md from lahey hospital and medical center in burlington massachusetts and derry new hampshire who was one of those experts. we now know it 's not possible. ,0
902,editors note an earlier version of this story included research from stanford university on ways to decontaminate used n95 masks. since this story was published the study authors have clarified and updated their findings to advise that home ovens should not be used for this purpose. we have updated our story to include this information. march 24 2020 -- the day after their local hospital put out a call for more surgical masks the owner of a local uniform shop in evansville in called his f. ,0
903,we have a patchwork of responses as opposed to a national response says carlos del rio md a professor of infectious diseases at emory university. we really need a coordinated national response. cities and states across the u.s. are using each of those approaches but they vary. by wednesday morning 17 states will be under stay at home orders which address all three the orders call for all nonessential businesses to shut down all schools to close and all residents to stay at home a. ,0
904,what your doctor is reading on medscape.com march 24 2020 -- here are the latest coronavirus stories medscape 's editors around the globe think you need to know about today physicians in the emergency department of a hospital in turin italy quickly realized that they could n't use age or comorbid conditions to predict which patients coming in with covid-19 would develop severe pneumonia. we see otherwise healthy patients with acute symptoms of pneumonia due to the virus giovanni volpicel. ,0
905,what your doctor is reading on medscape.com march 24 2020 -- final year medical students are waiting to hear what emergency arrangements have been made between the regulatory bodies to allow them to be accelerated onto the nhs front line as hospitals battle to handle the surge of patients as a result of the covid-19 pandemic. talks are going on involving the general medical council the medical schools council msc the individual medical schools the bma 's uk medical student committee and. ,0
906,"what your doctor is reading on medscape.com march 24 2020 -- recommendations for urgent and nonurgent patient care in ophthalmology were published in 2020 by the american academy of ophthalmology aao).[1,2 due to the covid-19 pandemic all ophthalmologists should immediately cease providing any treatment other than urgent or emergent care. several reports suggest covid-19 can cause conjunctivitis and possibly be transmitted by aerosol contact with conjunctiva. patients with conjunctiviti. ",0
907,what your doctor is reading on medscape.com march 24 2020 -- the society for cardiovascular angiography interventions scai has canceled its 2020 scientific sessions scheduled for may 13 16 in atlanta and closed its offices in washington dc in response to the covid-19 pandemic. in making the announcement scai president ehtisham mahmud md professor and division chief cardiovascular medicine university of california san diego expressed solidarity with those working on the frontline. ,0
908,march 24 2020 in a monday white house press briefing president donald trump hinted that the slowdown to stop the spread of covid -19 may be briefer than he originally predicted. i 'm not looking at months i can tell you that trump said. he then added he was not saying the stop the spread 15-day effort would definitely end next week. we have nt announced an end date but we are coming close to coming up with a date. we can not let the cure be worse than the problem itself he said refer. ,0
909,tuesday march 24 2020 healthday news -- the coronavirus pandemic has caused a worldwide shift in the way people live placing many in self imposed exile to prevent the spread of the contagion. but it 's important to remember that four of every five infected people will have mild symptoms perhaps so mild as to not be noticeable experts note. about 80 of people get a very mild illness and they recover uneventfully. that 's important to realize said dr. robert glatter an emergency medici. ,0
910,tuesday march 24 2020 healthday news -- everyone is learning to deal with the threat of the new coronavirus but for people with cancer the virus is even more concerning. cancer can increase people 's risk of catching the coronavirus. it increases the odds of complications from the infection too. patients with cancer are at a higher risk especially if treatment is active or recent. it 's hard to give a one size fits all answer but the closer you are to treatment the more impact said. ,0
911,tuesday march 24 2020 healthday news -- the new coronavirus continues its steady march through the u.s. population bringing with it a second plague potentially dangerous myths and rumors about covid-19 spread via the internet. you may have already heard some of these coronavirus myths which if subscribed to could at best mean wasted effort or -- at worst -- make you even more vulnerable to getting ill. now experts at the university of texas health science center at houston ut healt. ,0
912,editor 's note this story was updated march 25 2020 with a joint statement from the international olympic committee president thomas bach and japanese prime minister abe shinzo. march 25 2020 this summer olympics planned to begin in july in tokyo will be delayed until at least 2021 international olympic committee president thomas bach and japanese prime minister abe shinzo said in a joint statement tuesday. the leaders agreed that the olympic games in tokyo could stand as a beacon of. ,0
913,monday march 23 2020 kaiser news -- as the novel coronavirus snaked its way across the globe the centers for disease control and prevention in early february distributed 200 test kits it had produced to more than 100 public health labs run by states and counties nationwide. each kit contained material to test a mere 300 to 400 patients. and labs whether serving the population of new york city or tiny towns in rural america apparently received the same kits. the kits were distributed rou. ,0
914,monday march 23 2020 healthday news -- fake in home test kits for coronavirus are being marketed in the united states and could pose serious health risks the u.s. food and drug administration says. we want to alert the american public that at this time the fda has not authorized any test that is available to purchase for testing yourself at home for covid-19 said fda commissioner dr. stephen hahn and associate commissioner for regulatory affairs judith mcmeekin. they said the fda see. ,0
915,monday march 23 2020 healthday news -- i have worked the last four days and i have cried every day. eileen mcstay a registered nurse at the mount sinai hospital in new york city is on the front lines of the covid-19 pandemic and it is mentally and emotionally wearing her and her colleagues down. mcstay works on a hospital floor filled with nothing but lonely scared coronavirus patients some of whom are fighting for their lives. she goes home to an empty apartment -- her four kids. ,0
916,march 23 2020 -- the fda has approved a rapid covid-19 test that gives results in 45 minutes. that 's a big improvement over current testing which takes at least 24 hours for results. cepheid a medical diagnostics company in sunnyvale ca that makes the tests says they 'll be available by the end of march. the company says that hospitals and labs that now use cepheid 's equipment -- called genexpert systems -- can run the rapid tests. the testing process begins the same way as all covid-1. ,0
917,march 23 2020 -- when your grandmother turns 95 you find a way to make her feel special -- global pandemic or not. at least that s how one family felt after their matriarchs birthday plans got canceled due to the coronavirus. the byrne family went above and beyond to celebrate their grandma kathleen byrne by showing up outside her house in new york with signs and balloons -- all while sticking to social distancing guidelines according to cnn. kathleens granddaughter sara shared a vid. ,0
918,march 23 2020 -- there s never a good time to be sick but with so much medical attention focused on covid-19 this is a particularly stressful time to need medical attention for anything else. even as this new coronavirus terrifies people and monopolizes the health care system women will continue to give birth people with chronic illnesses will need care and strokes heart attacks and accidents will continue to happen. recognizing that reality doctors clinics and hospitals are taking. ,0
919,"march 23 2020 new york governor andrew cuomo issued an executive order today directing hospitals to increase their capacity by at least 50. the state has about 3,000 icu beds. they are projected to need 18,000 37,000 icu beds. doing so he said will help meet the capacity that they expect to need as the state faces its own coronavirus epidemic and 20,000 cases 10 times as many as any other state. to staff those beds he is asking retired health care professionals to return to work. he. ",0
920,march 23 2020 the federal emergency management agency said sunday it is working to help these hardest hit states by activating the national guard under title 32 of the u.s. code. the action enables governors to provide robust national guard support for their states. the title 32 action does not federalize national guard members said peter gaynor fema administrator. the troops operate under each state 's governor. this is not martial law. meanwhile disaster declarations were approved f. ,0
921,march 23 2020 -- as people in covid-19 hot spots prepare for self quarantine they stock up on shelf stable foods and other goods. photos of empty supermarket shelves are commonplace. but even as those who can afford it go shopping food banks food pantries and soup kitchens -- crucial support for the most vulnerable americans -- face extreme shortages. there are two problems retail stores make up a large part of donations to food banks. in 2016 they donated 1.4 billion pounds. but as reta. ,0
922,what your doctor is reading on medscape.com march 23 2020 -- at one large practice in bergen county new jersey the waiting room is empty but its patients are still receiving care. as of mid march the practice is still operating thanks to the group 's willingness to adapt its work flow sometimes radically to mitigate the threat of the covid-19 pandemic. for example patients now call the receptionist from their vehicles when they arrive and wait there until receiving a call back telli. ,0
923,what your doctor is reading on medscape.com march 31 2020 -- every us state has declared a state of emergency due to the coronavirus pandemic but the restrictions included in those executive orders vary greatly across the country. although many require the cancellation or postponement of non essential medical procedures to preserve personal protection equipment ppe an increasingly confusing aspect of these orders is how they apply to abortion. on friday oklahoma alabama and iowa joine. ,0
924,what your doctor is reading on medscape.com march 31 2020 -- the covid-19 pandemic is an experience that is unprecedented in our lifetime. it is having a pervasive effect due to how mysterious potentially dangerous and sustained it is. we do n't know how bad it 's going to get or how long it 's going to last. we have natural disasters like hurricanes and earthquakes but they are limited in time and scope. but this global pandemic is something we ca n't put our arms around just yet breeding un. ,0
925,what your doctor is reading on medscape.com march 31 2020 -- the era of diabetes telemedicine has arrived. in the midst of the current covid-19 pandemic clinicians of all specialties who were already incorporating telehealth visits into their practices are now ramping it up while those who were not using the technologies before are now scrambling to put them in place. a free access article top ten tips for successfully implementing a diabetes telehealth program was published march 19. ,0
926,"march 31 2020 the fda has approved machinery that disinfects n95 respirator masks meaning the masks could be reused by health care workers president donald trump said monday at a white house news briefing. a shortage of the masks has been a major complaint as hospitals deal with a growing number of coronavirus patients. as of monday afternoon there are more than 152,000 cases in the united states and over 2,700 deaths. there are two disinfecting machines in ohio and one in new york wi. ",0
927,tuesday march 31 2020 healthday news -- thousands of elective and semi elective surgeries -- including heart and chest operations -- are on hold due to the coronavirus pandemic. if your heart or chest surgery has been postponed dr. robbin cohen and dr. elizabeth david of the society of thoracic surgeons offer some advice. we especially do n't want to turn postponed elective or semi elective operations into emergent ones that may carry greater risk or a lesser result they wrote in an onl. ,0
928,march 31 2020 the fda says hospitals may get creative if they get overwhelmed with covid-19 patients who need lifesaving ventilators. agency officials on friday issued an emergency use authorization that lets doctors consider attaching the breathing machines to more than one person at a time. the fda also says devices like anesthesia gas machines may be modified so they can be used as ventilators. the new york times reports that one new york city medical center -- new york presbyterian --. ,0
929,march 31 2020 johnson johnson said monday that human clinical trials for a covid-19 vaccine it has developed will start by september. there is no approved vaccine for covid-19 and no treatment for the disease. if the trial starts as planned it will be the second one testing for a potential vaccine. in march the national institutes of health started a phase 1 trial for a vaccine called mrna-1273. it was developed by federal scientists and the biotechnology company moderna inc. phase 1. ,0
930,"march 30 2020 -- companies around the world are giving out free food services and products to health care workers who are risking their own lives to help others through the coronavirus pandemic. starbucks is offering all front line responders a free tall brewed coffee hot or iced through may 3. the starbucks foundation will also donate 500,000 to organizations supporting health care workers. krispy kreme is offering anyone in the medical community a dozen doughnuts free of charge every. ",0
931,monday march 30 2020 healthday news -- a small study out of china bolsters the notion that transfusing the antibody enriched blood of people who 've survived covid-19 could help patients still fighting for their lives against the disease. the study of five critically ill patients from near the initial epicenter of the novel coronavirus pandemic found that all five patients survived covid-19 following the transfusion. if the findings are replicated in larger trials widespread use of the tre. ,0
932,monday march 30 2020 healthday news -- an international team has designed a computer program that predicts with up to 80 accuracy which covid-19 patients will develop serious respiratory disease. developed by u.s. and chinese researchers the artificial intelligence ai program has been tested at two hospitals in china with 53 patients who were diagnosed in january with covid-19. the new tool is considered experimental and is now in testing. the aim is to help doctors make the best use o. ,0
933,march 30 2020 -- duke university researchers have found a way to clean n95 respirator masks so they can be safely re used. health care workers rely on the masks for protection while working with coronavirus patients but there 's a shortage of the masks cnn reported. researchers at the duke regional biocontainment laboratory found that vaporized hydrogen peroxide kills germs on the masks after they 're worn. this method has long been used to decontaminate equipment wayne thomann director em. ,0
934,"march 30 2020 -- coronavirus has been confirmed in 66 residents of a maryland nursing home and 11 of them have been hospitalized local officials said sunday. they said one resident died on saturday night. he was a man in his 90s with underlying health problems cbs news reported. the cases at the 104-bed pleasant view nursing home in mount airy increased maryland 's total number of confirmed infections to more than 1,200 on the weekend. the nursing home is about 40 miles outside washington. ",0
935,"march 30 2020 -- the first u.s. army field hospital for civilian patients opened in new york city monday and could be the first of many across the nation as it struggles with the coronavirus pandemic. the field hospital at the javits convention center in manhattan is meant to free hospitals in the city to boost their fight against the new coronavirus cbs news reported. initially the field hospital will have about 1,000 beds expanding to 3,000 beds by next week. it could provide a template. ",0
936,march 30 2020 -- in an hour long benefit concert to raise money for people affected by the coronavirus pandemic musicians including mariah carey billie eilish alicia keys and dave grohl performed from their homes. elton john hosted and also sang on the special that was broadcast sunday on fox and iheartmedia radio stations and also honored health care workers and first responders the associated press reported. john said he he hoped this entertainment will feed and fuel your soul. keys. ,0
937,march 30 2020 -- when polly connell found out her grandchildren 's boston schools were closing over concern about the growing number of covid-19 cases her reaction was instant and well grandmotherly. i 'll just come connell told her son john. she was ready to make the 200-mile drive to boston immediately to watch her two grandkids there. but her son in what she says is the first instance of role reversal shut her down quickly. he said no you 're not you 're not coming mom she re. ,0
938,monday march 30 2020 healthday news -- amid a shortage of face masks for medical personnel fighting covid-19 two studies show that disposable n95 masks can be sterilized and re used. a nationwide mask shortage has put health care workers and patients at risk but the new findings may offer ways to ease that shortage. researchers at university of massachusetts umass amherst report that an n95 mask sterilized with hydrogen peroxide blocked infectious particles as effectively as a new mask. ,0
939,monday march 30 2020 healthday news -- faced with a looming shortage of lifesaving ventilators u.s. hospitals are scrambling for solutions and planning for the worst. intensive care units at besieged hospitals in new york and other cities are taking an all hands on deck approach -- recruiting doctors from various specialties to help handle the influx of severely ill covid-19 patients. they are also finding ways to fill another crucial gap a limited supply of ventilators machines that. ,0
940,what your doctor is reading on medscape.com march 30 2020 -- in a physician whatsapp group a doctor posted he had fever of 101 f and muscle ache gently confessing that it felt like his typical man flu which heals with rest and scotch. nevertheless he worried that he had coronavirus. when the reverse transcription polymerase chain reaction rt pcr for the virus on his nasal swab came back negative he jubilantly announced his relief. like twitter in whatsapp emotions quickly outstrip. ,0
941,what your doctor is reading on medscape.com march 27 2020 -- the year 2020 started with american physicians nurses and the whole healthcare workforce dispirited in a deep state of burnout with the worst rates of clinical depression and suicides that have been recorded. indeed this was not confined to the united states a global epidemic of burnout had been diagnosed. but things were about to get considerably worse for the healthcare workforce. in december 2019 an epidemic of pneumonia. ,0
942,what your doctor is reading on medscape.com march 30 2020 -- the centers for medicare and medicaid services cms is expanding a program of accelerated and advance provider payments normally used during natural disasters to supplement the cash flow of medicare participating healthcare providers and suppliers during the covid-19 pandemic. the program expansion was made possible by the recently enacted 2.2 trillion federal rescue package known as the coronavirus aid relief and economic secur. ,0
943,what your doctor is reading on medscape.com march 30 2020 -- a controversial study led by didier raoult md phd on the combination of hydroxychloroquine and azithromycin in patients with covid-19 was published on march 20 as reported by medscape medical news. the latest results from the same marseille team which involve 80 patients were reported on march 27. the investigators report a significant reduction in the viral load 83 patients had negative results on quantitative polymerase c. ,0
944,what your doctor is reading on medscape.com march 30 2020 -- the guideline on coronavirus disease covid-19 infection control during pregnancy and puerperium was released on march 11 2020 by the international society of ultrasound in obstetrics and gynecology.[1 during the covid-19 epidemic period a detailed history regarding recent travel occupation significant contact and cluster tocc and clinical manifestations should be acquired routinely from all pregnant women attending for rou. ,0
945,what your doctor is reading on medscape.com march 30 2020 -- the chinese society of cardiology csc has issued a consensus statement on the management of cardiac emergencies during the covid-19 pandemic. the document first appeared in the chinese journal of cardiology and a translated version was published online on march 27 in circulation. the consensus statement was developed by 125 medical experts in the fields of cardiovascular disease and infectious disease. this included 23 experts. ,0
946,what your doctor is reading on medscape.com march 30 2020 -- the guidelines on infection control and prevention of covid-19 in nursing homes were released on march 13 2020 by the centers for medicare medicaid services cms).[1 nursing home staff members should regularly monitor the centers for disease control and prevention cdc website for information and resources and should contact their local health department if they have questions or suspect a resident of a nursing home has covid. ,0
947,what your doctor is reading on medscape.com march 30 2020 -- covid-19 is affecting all aspects of healthcare and has even led the centers for disease control and prevention cdc to take the unprecedented step of introducing a new code outside of its usual time cycle which negates the code introduced just weeks ago. usually new icd codes are introduced to healthcare after months of deliberation and as a set of dozens of new codes. but the coronavirus is proving to be anything but usual fo. ,0
948,march 26 2020 -- social distancing measures such as closing restaurants bars and other nonessential businesses is slowing the spread of thre coronavirus in the united states early evidence suggests. data show that the number of people with fever that 's an early indication of coronavirus infection started falling almost immediately after social distancing measures took effect in some areas usa today reported. the findings are from health technology company kinsa which analyzed fever readin. ,0
949,march 26 2020 -- coronaviruses similar to the pandemic causing sars cov-2 coronavirus have been found in pangolins that were smuggled into china researchers report. evidence suggests that bats may be the likely reservoir for sars cov-2 but intermediate host animals that could have led to the transfer of this virus into humans remain unknown. pangolins are considered a possible intermediate host animal because they 're the most widely illegally trafficked mammal -- for use as food and in east. ,0
950,"march 26 2020 -- following severe criticism gilead sciences is backing off special designation of its antiviral drug remdesivir -- which shows promise against the coronavirus -- that would have allowed the company to block competition and increase its profits for the drug. gilead asked the u.s. food and drug administration to designate remdesivir a so called orphan drug saying it qualified as a rare disease because fewer than 200,000 americans are infected with the coronavirus and the fda g. ",0
951,march 27 2020 covid-19 will likely become seasonal said anthony fauci md director of the nih 's national institute on allergy and infectious diseases and a member of the white house coronavirus task force. tracking has revealed that cases are appearing in the southern hemisphere as they go into their winter season. if they have a substantial outbreak we need to prepare for a second time. it emphasizes the need to do what we are doing. it also underscores the need to develop a vaccine a. ,0
952,march 26 2020 -- even as spring breakers continued to party on florida beaches stories popped up across the internet over the last week about the new coronavirus infecting more and more young people despite the conventional wisdom that seniors and the elderly were most at risk. stories about people like david lat 44 a lawyer and legal blogger lying struggling to breathe at nyu langone medical center. i ve never been this sick in my entire life he told law.com which says he was healthy. ,0
953,thursday march 26 2020 healthday news -- the new coronavirus may be a respiratory bug but it 's becoming clear that some severely ill patients sustain heart damage. and it may substantially raise their risk of death doctors in china are reporting. they found that among 416 patients hospitalized for severe covid-19 infections almost 20 developed damage to the heart muscle. more than half of those patients died. doctors in china have already warned that heart injuries appear common in cov. ,0
954,what your doctor is reading on medscape.com march 26 2020 -- a significant proportion of healthcare workers treating patients exposed to covid-19 have symptoms of depression anxiety and insomnia new research shows. in a survey of more than 1200 healthcare workers in china about 50 reported at least mild depression 14 of physicians and nearly 16 of nurses reported moderate or severe depressive symptoms and about 34 reported insomnia. those at greatest risk for depressive and anxiety. ,0
955,what your doctor is reading on medscape.com march 26 2020 -- there is a risk for transmission of severe acute respiratory syndrome coronavirus 2 sars cov-2 the virus that causes covid-19 through fecal microbiota transplants fmts. additional safety measures are needed to reduce the risk the us food and drug administration fda says in a safety alert. recent studies have found sars cov-2 rna and/or sars cov-2 virus in stool of infected individuals suggesting the virus may be transmitt. ,0
956,what your doctor is reading on medscape.com march 26 2020 -- in the wake of the coronavirus pandemic the rules and regulations governing telepsychiatry services have changed dramatically the most radical of which is the introduction of a new waiver by the centers for medicare medicaid services cms. under the 1135 emergency waiver medicare has expanded telehealth services to include patients across the country not just in rural areas or under other limited conditions as was previous. ,0
957,what your doctor is reading on medscape.com march 26 2020 -- like all healthcare workers dealing with the covid-19 pandemic neurologists are having to learn about the disease 's various manifestations and complications while simultaneously implementing necessary but highly disruptive new policies at their practices and universities. medscape recently spoke with central nervous system infection specialist and chair of university of colorado 's neurology department dr kenneth tyler about what. ,0
958,what your doctor is reading on medscape.com march 26 2020 -- cancer surgeries may need to be delayed as hospitals are forced to allocate resources to a surge of covid-19 patients says the american college of surgeons as it issues a new set of recommendations in reaction to the crisis. most surgeons have already curtailed or have ceased to perform elective operations the acs notes and recommends that surgeons continue to do so in in order to preserve the necessary resources for care of cr. ,0
959,what your doctor is reading on medscape.com march 26 2020 -- reports from pediatric endocrinologists in covid-19 hotspots globally indicate that children adolescents and young adults with diabetes have so far not shown a different disease pattern with the virus compared to children and younger people who do not have diabetes. indeed colleagues in wuhan china and italy state they have not had cases of covid-19 in children adolescents or young adults 25 years of age with diabetes who. ,0
960,what your doctor is reading on medscape.com march 26 2020 -- as upper management patrolled the halls at one hospital in california telling staff they could be fired on the spot for wearing n95 masks brought from home one nurse asked to see the policy. the administrator told her that if she was going to wear one she needed a note from her doctor. one of my biggest concerns is the nontransparent way management is addressing these issues said the nurse who did not want to give her name. ,0
961,what your doctor is reading on medscape.com march 26 2020 -- covid-19 has had an effect on professional sports around the world that rivals that of world war ii and the seasons of all major sports in the united states ground to a halt after some players in the national basketball association tested positive for the virus. first came hand sanitizers at doorways. then the ban on journalists in locker rooms. then games with no spectators. and then there were no games no practices no gatheri. ,0
962,what your doctor is reading on medscape.com march 26 2020 -- it 's taken for granted that lower income countries learn regularly from high income countries. having lived and worked as a physician in nepal japan the united states and canada however i know that high income countries have much to learn from their lower income brethren as well. and now the covid-19 pandemic is providing a very tangible and palpable opportunity to observe this in real time. in high income countries we hear t. ,0
963,what your doctor is reading on medscape.com march 26 2020 -- efforts are underway to ease visa restrictions that are currently limiting what foreign physicians inside the united states can do and what foreign medical students who are barred from entering the country would be able to do help fight the covid-19 crisis. non us citizens who completed medical school outside the country and who last week matched into us residencies are now temporarily blocked under covid-19 restrictions from get. ,0
964,what your doctor is reading on medscape.com march 26 2020 -- rapid advice clinical practice guidelines for covid-19 were released in february 2020 by the zhongnan hospital of wuhan university novel coronavirus management and research team and the evidence based medicine chapter of china international exchange and promotive association for medical and health care cpam).[1 should symptoms such as fever or cough develop go to the hospital for diagnosis and treatment. if possible notify the. ,0
