,tweet_id,input,output
153,1296490130040139778,Is the government willing to take the responsibility for students lives ?and what about those who can’t travel or have to travel by public means.such things needs to be taken into consideration.Its not something we should take lightly #PostponeJEE_NEETSep,1
154,1296385181239083009,Did You Know?  @gcschools students who have been directed to quarantine for any reason – including international travel – should not attend school until the quarantine is complete.,1
155,1295893584252678150,"Not for nothing, but as someone who played a major role in making the Travel Ban a national moment, I feel like....we should have let Muslim folks speak about the Muslim Travel Ban? #DNCConvention",1
156,1294327018574827525,Am I missing something? Surely this is a total disaster that people are trying to return to the U.K. from France in their droves today to “beat” the quarantine. Not to mention overcrowding of travel services etc aren’t they the ones who *should* be quarantining?,1
157,1293429399661019136,Why @British_Airways Am I unable to claim a voucher because I booked in advance?and don’t travel until October... not even allowed in to the US &amp; Canada! Surly people who booked between March &amp; now should be penalised not people who did it prior to Covid!,1
158,1293046604677746689,"What a joke? US with &gt;1/4 of World Covid infections, daily fatalities in 1000s, daily infections in 100s of 1000s, issuing travel advisory against Kenya. Who is supposed to be warning who not to go where?  Case of pot calling the kettle black. Kenya should BAN travel to US now",1
159,1292366536020127745,"What do you think?

People who don't take the eventual #COVID19 vaccine should not be allowed to travel internationally. (poll)",1
160,1291957416247136256,WHO should be renamed to WORST HEALTH ORGANISATION. Why there has been no check on the world’s virus factory China? Why the Chinese virology is not been baned yet? Total ban to be imposed no imports or travel from china @WHO @UN #BunyaVirus #coronavirus #hantavirus #chinesevirus,1
161,1291839928112996355,It’s about time the government stopped messing with everyone’s hopes and aspirations and just said anyone who travels should isolate for 14 days. What they are doing now causes stress and costs money. They do not know what they are doing. What is this virus really? @BorisJohnson,1
162,1291573953882988545,Why is there no converstion about kids especially teens getting tested. I know teens who teat to travel.  Its not fun but not that bad. Is there a medical reason kids should not test? If teachers asked for that I could understand it.,1
163,1290618194554769410,"""I just want a man who is spontaneous &amp; unpredictable. He should also be 5'10"", no kids, love dogs, doesnt drink or smoke, love desserts, make at least 80k, travel a lot, not voted for Trump, not have any girl friends, and let my mom boss him around. Is that too much to ask for?""",1
164,1289994004797493251,Does the speed limit not apply to those who ride motorbikes? I don’t think I’ve ever seen them travel at the speed they should be 🤬,1
165,1289649547858206720,fines should be imposed on the many people who travel via TFL and who are not bothering to wear mandatory face masks? very frustrating that nobody is taking the risk of an impending 2nd peak of COVID19 seriously and neither social distancing/wearing masks @TfL @metpoliceuk,1
166,1287896051236638720,"Countries Should Fight Coronavirus With Masks, Not Travel Bans: ~ @WHO

What do you think?",1
167,1287233183579283458,"There should be summer league softball for us who have aged out of travel ball, why is this not a thing yet??",1
168,1286321559158820868,"So who's coming first? I'm not sure when it will be safe to travel, but we need to start making plans for when it is! I will be completely ready in about a month, probably. 

So I'm looking at these pictures and I'm wondering, ""Where should I point this thing?"" ♥♥♥♥ }",1
169,1284607755886579712,I like to watch the videos about travel cons. Rip offs. Things to bwver do. Places you should not go and the women who prey on men in other countries. Places I will never go. But the videos are so beautiful. And I be wondering can I spot the conwoman's team of male robbers?,1
170,1283685525182836739,.@DGCAIndia @HardeepSPuri what’s the fate of the flight ticket holders who’re still waiting for their ticket refunds from airlines &amp; agents for travel ban due to lockdowns? Focus should be on the travel date &amp; not on booking dates. @narendramodi @PMOIndia @airindiain @makemytrip,1
171,1283545792465326080,Does @OnlyKilwinning have a twin/sister town? If not we should get one. I'd personally recommend @Haugesund in Norway. Its the homeland of the Viking Kings. Let's make it happen. I'm happy to be the middleman who travels.,1
172,1283396590087008258,"Seeing influencers are back to travel and socializing in Kenya. Is it wise? While travel restrictions were lifted, not sure non-essential travel should be encouraged. With the covid situation in Kenya, those who can afford to should probably be isolating more right now not less.",1
173,1283395460468805633,"Let’s see, we have the state medical assn composed of doctors of every specialty asking for a statewide mask mandate and a Governor who has no medical training saying no. Who knows better what we should do? People will travel from counties with a mandate to those that do not.",1
174,1282478153907048448,Private &amp; Charter schools get to pick and choose who they take. That’s the only real choice in this. When a student can’t hang he or she gets sent to the local public school. Zip code should not determine anything. Why does a student need to travel across town? #LifeLibertyLevin,1
175,1281960761460273153,"The WHO is not alerting the world reg the covid 19 as fast as it should be.  Now, it is saying that the covid 19 can also travel through air and we need to be careful.  How about if covid 19 travels through 'water'.  When are they going to declare it - after some more die?",1
176,1281501558551777280,If #NPHET and the irish government are advising not to travel abround then should there not be compensation for irish people who booked flights??? Should the airlines not either give a voucher/refund? People are in limbo between the govt and airlines,1
177,1281196416862490625,"To anyone who accept to be vaccinated in order to travel by plane, I say, give them the lethal one

""They are not sending you their best, folks!"" Should join ??

The 60s 70s art community should revolt against the SYSTEM other than more decadence and blood #rape and #hate",1
178,1280646149855047680,"So any way, on Thursday I am forced to take my husband all the way out to way-the-hell-and-gone #Scottsdale #mayoclinic instead of our nearby #Phoenix campus. Anyone who regularly travels on #Shea- any lane closings/road work/ #TrafficAlert I should know about? Thanks
(Not happy)",1
179,1280114448775118848,I can go to the pub &amp; mix with total strangers just to get my fix of an alcoholic drink but I can't go to the doctors &amp; get a vaccination for my holiday.....how does that work?! Who pays should I get sick due to not having the right vaccine before travel? #NHS #Travel #vaccine,1
180,1280066413554593792,"Ruhs should understand that not all the students studying here belongs to Rajasthan,how students like me from other states can travel here only for exam.who will arrange safe environment and assure our safety?I request ruhs to view from our eyes and promoteus.#Ruhspromotestudents",1
181,1280041633954717697,"Why we should not take serious actions on the people who are not following the rules of Social Distancing, Wearing Masks, Travel Rules (Violating)?????

#CMOTamilnadu #COVID19India #sivakasi #TamilNadu",1
182,1279892046493474817,The movement to not use air travel should be insulting to anyone who doesn't have at least 12 weeks of annual free time. Is seeing the world supposed to be something only greedy bastards do?,1
183,1279206547202035712,"If you were offended that I pointed out that when making a #travel vlog about another country, you should use the correct terminology, can you imagine the offense taken by those in that country who see that you can't even be bothered to learn the local lingo? Probably not. 🤷‍♂️",1
184,1278793093018456067,"#BlueJays were smart to get out of Florida and train in Toronto.

That being said, given the travel to and from ballparks during this shortened season, I'm still not optimistic that a season will (or should) happen.

But who am I?",1
185,1278156502428073984,"Americans not allowed to travel into Europe with a US travel ban and 16+ states not allowed to now travel into New York. Some listened to those media douche bags back in March, April and May who thought this would be over by now.? You should be ashamed to follow them.",1
186,1298629447504076802,"What is the rationale for imposing masks outside, all over the Brussels region, even when there’s nobody else around, but allowing people to eat in restaurants indoors, with poor ventilation (and without masks)?",1
187,1298082533091848192,"What is wrong with the weather today? My cat went outside para lang makakuha ng ventilation. August na, it's supposed to be rainy season.",1
188,1297938723372437504,"We know that sickness (colds, flus, etc.) always circulate in schools. We know that HVAC systems are in disrepair in many schools. What is being done, and when, regarding ventilation and Covid? #SafeSeptember #onted #onpoli",1
189,1296772538001842178,"i have never lived in a basement, since asia doesn't have a basement to begin with.

but for those who has a room in the basement, what is it like? how did the ventilation go? Does it get hot? Do you have fan or AC installed?",1
190,1296470870773432324,"Understanding from the damage situation of military weapons AI
What is the laser to the right temporal lobe or the right inner ear somewhere?
Control autonomic nervous system

Prominent place
Outside the entrance of the home, under the home toilet ventilation fan",1
191,1296179404859756546,"Oh now @NYCSchools is promising to be transparent with us! If that’s the case, how come you haven’t answered any of my qs about ventilation or safety from my school? This is the opposite of what is transparent. #OnlyWhenItsSafe #wewontdieforDOE",1
192,1296175144323424256,What is proven about COVID19 transmission indoors and in spaces with little ventilation? How is the transmission when you wear masks? Depending on the type of masks? #JAMALive,1
193,1295883690577408004,T1 Indoors is a different story. What is ventilation system? Are they testing building daily w/new technology that came out of Univ of Oregon?  Is screening based on honor system? #hcldr,1
194,1295756916350750724,How can it be acceptable in the 21st century to put a child in a room with no ventilation....that is potentially what is being suggested. Is this really the best we can offer our children in schools? #EducationRestart,1
195,1294758817813729286,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?,1
196,1293838883432538112,RIP Prof.Swaralipi Ghosh of Hari Mohan Ghosh College  who died of Covid 19 ..May her soul Rest in Eternal Peace..May God give strength to her husband who is on ventilation and her daughter who is merely 15...WHAT IS THE WORLD COMING TO???,1
197,1293577797257113600,"“What is macalester doing with regards to ventilation?” The number of air exchanges have increased, and bathrooms will have adjusted HVac systems",1
198,1293325043150266369,"Have yall wondered about elevator ventilation? Like, what is the rate at which air changes in this box, and has it been updated in this pandemic? Nice to limit ridership to one household but... them particles do linger",1
199,1292987426445709317,Question regarding ventilation at NYC schools: what is the plans for classrooms with poor ventilation ex: no windows and with bathrooms with no windows?,1
200,1292875049523978245,Hope @HaltonDSB @HDSB_SMiller can answer some questions not addressed. What happens if a student or teacher tests positive for Covid-19? What is being done to address air quality / ventilation in schools?,1
201,1291172504061476865,"I want to know where the fed funding to states is going? 

Teachers are underpaid, oftentimes have gofund me’s for the school year &amp; schools are decrepit &amp; need of repair. Wth? 

What is the urgency? Fund the schools fix ventilation and let students do online until then

#inners",1
202,1290989913001820160,"“Social circles of 10 until 2021.”

26 students in my room w/ little ventilation for 6 hrs/day, 5 days/week. My own 2 kids have ‘cohorts’ of 24 w/ same crappy ventilation. My wife’s classes are 2 cohorts of 15 per day for 3hrs/day. 

What is the size of our social circle? #onted",1
203,1288895725108187136,Hey @malloy_john what is the @tdsb plan for classrooms with no windows like Rosedale? How will kids eat lunch? Doesn’t taking mask off defeat purpose of wearing one in a room with terrible ventilation &amp; poor temp control?,1
204,1288298771760263170,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#SafeSeptember #SafeSeptember 
#VoteFordOut",1
205,1288166351408898049,#gymguidelines just what is adequate ventilation in an exercise class??? How do you quantify it??,1
206,1287207694340775936,"Once you are inside a Public or private transport system like a car or an aircraft which has closed circuit ventilation, what is the logic in having masks/ PPEs/social distancing? That too for hours of travel? Also, if a single full family in a car, why restrictions? Beats logic",1
207,1286734118135496706,"For people questioning why schools should get lots of $$ vs. parents. What is that money going to? Updating ventilation systems because our schools are underfunded and old. Paying for technology so all students have access to WiFi for remote learning. Testing and equipment, etc",1
208,1286455394873806849,so what is the ventilation situation at this indoor court for WTT?,1
209,1285706719377666050,"""Children 5 and older should be wearing masks. Classrooms need ventilation. If it's Nov.-Jan., what is the schools' plan? When a 7 year old has COVID, how are we doing to contact trace? Are those kids going to isolated? We have to prepare for it."" #IdahoCOVID19 @CDHidaho",1
210,1284068376650883073,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?,1
211,1283575250806951938,"157 linked to Al Taqwa College. What is the strategy for NSW schools? Masks, social distancing and ventilation non existent for students and teachers. Until our government can address these #stayhomefromschool @abcnews @SevenNetwork @Bowenchris @tanya_plibersek  @sallymcmanus",1
212,1283460591437279232,What are the @MPS_News HVAC systems like? Where can I find information about air ventilation in our schools and bipolar ionization systems? Beyond masks and social distancing I am wondering what is being discussed for Fall 2020 COVID-19 safety precautions.,1
213,1282381832168845312,Lmfaaaao taxi drivers don't even wear masks and what is ventilation in a taxi ka July?!🌚,1
214,1282261820036743168,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#WeWantMarit #WeWantMarit 
#VoteFordOut2022",1
215,1281846003872796673,"How is your relationship with money 😒? 

1. Honey Moon (All is well expanding investments)
2. It's Complicated (from paycheck to paycheck)
3. On n Off (just like sasol shutdown)
4. ICU (covid19 ventilation room)
5. Graveyard gate (Deep in debt )
What is your escape plan?",1
216,1281316366914596865,"Journos need to be talking about virus in schools when other countries sent their kids back. Also ask pols&amp;govs abt safety measures. Specifically, what is the ventilation system status in their schools? How is distancing going to work on buses? Will there be daily testing?",1
217,1280939855162363904,"What is @APSVirginia doing to ensure proper ventilation is achieved to protect our kids as schools are reopened in the fall? Spacing ✅ masks ✅ smaller classes ✅ environmental factors 🤷‍♂️?
@ArlingtonVA @ARLnowDOTcom",1
218,1280545171202084864,"#هند_القحطاني7/7/2020
#acls
38. What is the proper ventilation rate for a patient in cardiac arrest who has an advanced airway in place?
A. 4 to 6 breaths per minute
B. 8 to 10 breaths per minute.
C. 12 to 14 breaths per minute
D. 16 to 18 breaths per minute",1
219,1280518973080121344,"Now that there is more evidence that virus can be airborne , what is going to happen to the people that work indoors at restaurants that have no windows or bad ventilation . Is the health department looking into this to help keep us safe??!?!?@GovRaimondo @RIHEALTH",1
220,1298629447504076802,"What is the rationale for imposing masks outside, all over the Brussels region, even when there’s nobody else around, but allowing people to eat in restaurants indoors, with poor ventilation (and without masks)?",1
221,1298082533091848192,"What is wrong with the weather today? My cat went outside para lang makakuha ng ventilation. August na, it's supposed to be rainy season.",1
222,1297938723372437504,"We know that sickness (colds, flus, etc.) always circulate in schools. We know that HVAC systems are in disrepair in many schools. What is being done, and when, regarding ventilation and Covid? #SafeSeptember #onted #onpoli",1
223,1296772538001842178,"i have never lived in a basement, since asia doesn't have a basement to begin with.

but for those who has a room in the basement, what is it like? how did the ventilation go? Does it get hot? Do you have fan or AC installed?",1
224,1296470870773432324,"Understanding from the damage situation of military weapons AI
What is the laser to the right temporal lobe or the right inner ear somewhere?
Control autonomic nervous system

Prominent place
Outside the entrance of the home, under the home toilet ventilation fan",1
225,1296179404859756546,"Oh now @NYCSchools is promising to be transparent with us! If that’s the case, how come you haven’t answered any of my qs about ventilation or safety from my school? This is the opposite of what is transparent. #OnlyWhenItsSafe #wewontdieforDOE",1
226,1296175144323424256,What is proven about COVID19 transmission indoors and in spaces with little ventilation? How is the transmission when you wear masks? Depending on the type of masks? #JAMALive,1
227,1295883690577408004,T1 Indoors is a different story. What is ventilation system? Are they testing building daily w/new technology that came out of Univ of Oregon?  Is screening based on honor system? #hcldr,1
228,1295756916350750724,How can it be acceptable in the 21st century to put a child in a room with no ventilation....that is potentially what is being suggested. Is this really the best we can offer our children in schools? #EducationRestart,1
229,1294758817813729286,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?,1
230,1293838883432538112,RIP Prof.Swaralipi Ghosh of Hari Mohan Ghosh College  who died of Covid 19 ..May her soul Rest in Eternal Peace..May God give strength to her husband who is on ventilation and her daughter who is merely 15...WHAT IS THE WORLD COMING TO???,1
231,1293577797257113600,"“What is macalester doing with regards to ventilation?” The number of air exchanges have increased, and bathrooms will have adjusted HVac systems",1
232,1293325043150266369,"Have yall wondered about elevator ventilation? Like, what is the rate at which air changes in this box, and has it been updated in this pandemic? Nice to limit ridership to one household but... them particles do linger",1
233,1292987426445709317,Question regarding ventilation at NYC schools: what is the plans for classrooms with poor ventilation ex: no windows and with bathrooms with no windows?,1
234,1292875049523978245,Hope @HaltonDSB @HDSB_SMiller can answer some questions not addressed. What happens if a student or teacher tests positive for Covid-19? What is being done to address air quality / ventilation in schools?,1
235,1291172504061476865,"I want to know where the fed funding to states is going? 

Teachers are underpaid, oftentimes have gofund me’s for the school year &amp; schools are decrepit &amp; need of repair. Wth? 

What is the urgency? Fund the schools fix ventilation and let students do online until then

#inners",1
236,1290989913001820160,"“Social circles of 10 until 2021.”

26 students in my room w/ little ventilation for 6 hrs/day, 5 days/week. My own 2 kids have ‘cohorts’ of 24 w/ same crappy ventilation. My wife’s classes are 2 cohorts of 15 per day for 3hrs/day. 

What is the size of our social circle? #onted",1
237,1288895725108187136,Hey @malloy_john what is the @tdsb plan for classrooms with no windows like Rosedale? How will kids eat lunch? Doesn’t taking mask off defeat purpose of wearing one in a room with terrible ventilation &amp; poor temp control?,1
238,1288298771760263170,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#SafeSeptember #SafeSeptember 
#VoteFordOut",1
239,1288166351408898049,#gymguidelines just what is adequate ventilation in an exercise class??? How do you quantify it??,1
240,1287207694340775936,"Once you are inside a Public or private transport system like a car or an aircraft which has closed circuit ventilation, what is the logic in having masks/ PPEs/social distancing? That too for hours of travel? Also, if a single full family in a car, why restrictions? Beats logic",1
241,1286734118135496706,"For people questioning why schools should get lots of $$ vs. parents. What is that money going to? Updating ventilation systems because our schools are underfunded and old. Paying for technology so all students have access to WiFi for remote learning. Testing and equipment, etc",1
242,1286455394873806849,so what is the ventilation situation at this indoor court for WTT?,1
243,1285706719377666050,"""Children 5 and older should be wearing masks. Classrooms need ventilation. If it's Nov.-Jan., what is the schools' plan? When a 7 year old has COVID, how are we doing to contact trace? Are those kids going to isolated? We have to prepare for it."" #IdahoCOVID19 @CDHidaho",1
244,1284068376650883073,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?,1
245,1283575250806951938,"157 linked to Al Taqwa College. What is the strategy for NSW schools? Masks, social distancing and ventilation non existent for students and teachers. Until our government can address these #stayhomefromschool @abcnews @SevenNetwork @Bowenchris @tanya_plibersek  @sallymcmanus",1
246,1283460591437279232,What are the @MPS_News HVAC systems like? Where can I find information about air ventilation in our schools and bipolar ionization systems? Beyond masks and social distancing I am wondering what is being discussed for Fall 2020 COVID-19 safety precautions.,1
247,1282381832168845312,Lmfaaaao taxi drivers don't even wear masks and what is ventilation in a taxi ka July?!🌚,1
248,1282261820036743168,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#WeWantMarit #WeWantMarit 
#VoteFordOut2022",1
249,1281846003872796673,"How is your relationship with money 😒? 

1. Honey Moon (All is well expanding investments)
2. It's Complicated (from paycheck to paycheck)
3. On n Off (just like sasol shutdown)
4. ICU (covid19 ventilation room)
5. Graveyard gate (Deep in debt )
What is your escape plan?",1
250,1281316366914596865,"Journos need to be talking about virus in schools when other countries sent their kids back. Also ask pols&amp;govs abt safety measures. Specifically, what is the ventilation system status in their schools? How is distancing going to work on buses? Will there be daily testing?",1
251,1280939855162363904,"What is @APSVirginia doing to ensure proper ventilation is achieved to protect our kids as schools are reopened in the fall? Spacing ✅ masks ✅ smaller classes ✅ environmental factors 🤷‍♂️?
@ArlingtonVA @ARLnowDOTcom",1
252,1280545171202084864,"#هند_القحطاني7/7/2020
#acls
38. What is the proper ventilation rate for a patient in cardiac arrest who has an advanced airway in place?
A. 4 to 6 breaths per minute
B. 8 to 10 breaths per minute.
C. 12 to 14 breaths per minute
D. 16 to 18 breaths per minute",1
253,1280518973080121344,"Now that there is more evidence that virus can be airborne , what is going to happen to the people that work indoors at restaurants that have no windows or bad ventilation . Is the health department looking into this to help keep us safe??!?!?@GovRaimondo @RIHEALTH",1
254,1291701648289660928,"FACT
Thermal scanners CANNOT detect COVID-19. Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19.
#DoTheLifebuoy
#10xGermProtection",1
255,1286992485487714304,"FACT
Thermal scanners CANNOT detect COVID-19. Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19.

#SpreadGoodHabits
#10xGermProtection",1
256,1285903452942372865,"FACT: Thermal scanners CANNOT detect COVID-19
Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19. There are many causes of fever.",1
257,1278675407957450753,"Thermal scanners CANNOT detect COVID-19
Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19.",1
258,1298155212239036417,"The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency. 
But, people should NOT wear masks while exercising, rather following physical distancing is suggested.",1
259,1290300458959900672,"#UPDATE

People should not wear masks while exercising: says WHO",1
260,1290281356677677056,"#NewsAlert | People should #not wear masks while exercising; says #WHO 

#coronavirus #StayAtHome #StayStrong",1
261,1287885247636439040,"Received an email from @PlanetFitness about expanding their mask policy.

FACT: People should NOT wear masks while exercising 
sited from @WHO

Guess I'll be stopping by tomorrow to sign my cancellation documents.",1
262,1282097450942173186,"FACT: People should NOT wear masks while exercising 
People should NOT wear masks when exercising, as masks may reduce the ability to breathe comfortably.
Sweat can make the mask become wet more quickly which makes it difficult to breathe and promotes the growth of microorganisms",1
263,1289225423910367233,"Studies show hydroxychloroquine does not have clinical benefits in treating COVID-19 - World Health Organization
#GHnewsagency",1
